date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:54	420116/420116	---M-Z	200	added ('OK')	image/png	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/assets/img/bao.png	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/assets/img/bao.png	(from https://websitecanhan-b3e0b.web.app/lab.html)
16:31:54	10059/10059	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/ex2.html	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/ex2.html	(from https://websitecanhan-b3e0b.web.app/lab.html)
16:31:55	352078/352078	---M-Z	200	added ('OK')	image/jpeg	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/assets/img/movi.jpg	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/assets/img/movi.jpg	(from https://websitecanhan-b3e0b.web.app/lab.html)
16:31:55	177099/177099	---M-Z	200	added ('OK')	image/png	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/assets/img/movie.png	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/assets/img/movie.png	(from https://websitecanhan-b3e0b.web.app/lab.html)
16:31:56	3003/3003	---M-Z	200	added ('OK')	text/html	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/ex1.html	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/ex1.html	(from https://websitecanhan-b3e0b.web.app/lab.html)
16:31:56	14299/14299	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/assets/js/lab.js	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/assets/js/lab.js	(from https://websitecanhan-b3e0b.web.app/lab.html)
16:31:57	524/524	---M-Z	200	added ('OK')	text/css	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/assets/css/result.css	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/assets/css/result.css	(from https://websitecanhan-b3e0b.web.app/result.html)
16:31:57	4313/4313	---M-Z	200	added ('OK')	text/css	date:Fri,%2009%20Dec%202022%2012:40:39%20GMT	https://websitecanhan-b3e0b.web.app/assets/css/ex2.css	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/assets/css/ex2.css	(from https://websitecanhan-b3e0b.web.app/ex2.html)
16:31:58	10712/10712	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2009:31:57%20GMT	https://websitecanhan-b3e0b.web.app/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css	(from https://websitecanhan-b3e0b.web.app/ex2.html)
16:31:58	10712/10712	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Oct%202023%2009:31:57%20GMT	https://websitecanhan-b3e0b.web.app/icdn.dantri.com.vn/zoom/528_352/2021/12/10/tphcm-bat-dau-tiem-mui-3-vaccine-phong-covid19-5-1639118187221.jpg	D:/copy%20website/GTNM2023/websitecanhan-b3e0b.web.app/icdn.dantri.com.vn/zoom/528_352/2021/12/10/tphcm-bat-dau-tiem-mui-3-vaccine-phong-covid19-5-1639118187221.jpg	(from https://websitecanhan-b3e0b.web.app/ex2.html)
